text,label
Verifikasi email sebelum daftar — apa dasarnya?,kendala_registrasi
"Email verifikasi tak kunjung masuk, padahal sudah cek folder spam berkali-kali.",kendala_registrasi
"Setiap kali mencoba mendaftar, sistem selalu menampilkan pesan ""captcha tidak valid"", meskipun sudah diisi dengan benar.",kendala_registrasi
"Informasi yang diminta terlalu banyak dan rumit, membuat proses pengisian formulir memakan waktu lama.",kendala_registrasi
"Situs web sering crash atau lambat saat diakses, terutama di jam-jam sibuk, sehingga sulit menyelesaikan proses pendaftaran.",kendala_registrasi
"Saya sudah berkali-kali mencoba mengunggah foto profil, tapi ukuran file selalu dianggap tidak sesuai.",kendala_registrasi
"Tidak ada panduan jelas mengenai format password yang benar, jadi saya terus-menerus salah memasukkan kombinasi.",kendala_registrasi
"Server down setiap kali saya mencoba klik tombol ""daftar"", sangat mengesalkan.",kendala_registrasi
"Link aktivasi akun yang dikirimkan tidak berfungsi, langsung error 404.",kendala_registrasi
Nomor telepon saya sudah terdaftar padahal ini baru pertama kali saya mencoba mendaftar.,kendala_registrasi
Kenapa data yang sudah saya input hilang tiba-tiba saat mau submit?,kendala_registrasi
"Tombol ""Daftar Sekarang"" tidak bisa ditekan setelah semua kolom terisi, ada apa?",kendala_registrasi
Apakah ada aturan khusus untuk panjang karakter di kolom nama lengkap atau alamat?,kendala_registrasi
"Saya tidak bisa mendaftar karena muncul pesan ""email sudah digunakan"", padahal saya belum pernah daftar.",kendala_registrasi
Dokumen apa saja yang wajib saya siapkan untuk pendaftaran akun?,kendala_registrasi
Kenapa foto identitas yang saya upload selalu gagal saat pendaftaran?,kendala_registrasi
Apakah ada kontak darurat atau helpdesk yang bisa saya hubungi untuk bantuan pendaftaran?,kendala_registrasi
Mengapa saya tidak mendapatkan notifikasi sukses pendaftaran padahal sudah selesai?,kendala_registrasi
Bagaimana cara menghapus riwayat pendaftaran yang gagal dan memulai yang baru?,kendala_registrasi
Apakah saya harus menggunakan nama asli sesuai KTP saat mendaftar?,kendala_registrasi
"Pesan ""session expired"" muncul saat saya mengisi data, apa penyebabnya?",kendala_registrasi
Kenapa data yang sudah saya input tidak bisa diedit setelah terlanjur salah?,kendala_registrasi
Apakah data pribadi saya aman dan terjamin kerahasiaannya selama pendaftaran?,kendala_registrasi
"Saya sudah isi semua data, tapi muncul pesan ""harap lengkapi data"", padahal sudah lengkap.",kendala_registrasi
Situs web pendaftaran sering lag dan tidak responsif.,kendala_registrasi
"Saya sudah berkali-kali mencoba, tapi kode OTP tidak pernah terkirim ke ponsel saya.",kendala_registrasi
"Setiap kali saya mengklik ""submit,"" halaman selalu error 500.",kendala_registrasi
"Verifikasi email tidak kunjung masuk ke kotak masuk, bahkan di folder spam.",kendala_registrasi
"Persyaratan dokumen yang diminta tidak jelas, membuat saya bingung harus mengunggah apa.",kendala_registrasi
"Captcha selalu gagal diverifikasi, padahal saya sudah memasukkan dengan benar.",kendala_registrasi
"Sistem selalu menyatakan bahwa username yang saya pilih sudah digunakan, padahal itu unik.",kendala_registrasi
Saya tidak bisa mengunggah foto karena ukuran file selalu dianggap terlalu besar.,kendala_registrasi
"Batas waktu pendaftaran sangat singkat, membuat saya terburu-buru dan kesulitan mengisi data.",kendala_registrasi
"Instruksi pendaftaran kurang jelas, sehingga saya tidak tahu harus mulai dari mana.",kendala_registrasi
Kenapa fitur verifikasi wajah untuk pendaftaran tidak berfungsi dengan baik?,kendala_registrasi
Apakah ada biaya administrasi atau biaya lain yang perlu saya bayar saat mendaftar akun?,kendala_registrasi
"Formulir pendaftaran tidak muncul, selalu error dari tadi.",kendala_registrasi
"Data yang dimasukkan tidak bisa tersimpan, padahal sudah diisi lengkap.",kendala_registrasi
"Saya tidak menerima email verifikasi, padahal sudah coba berkali-kali.",kendala_registrasi
"Kata sandi yang diminta terlalu rumit, jadi susah diingat.",kendala_registrasi
"Sistem selalu menyatakan NIK saya sudah terdaftar, padahal ini baru pertama kali mencoba.",kendala_registrasi
"Unggah dokumen selalu gagal, ukurannya sudah sesuai ketentuan.",kendala_registrasi
Halaman pendaftaran sering nge-lag atau tiba-tiba refresh sendiri.,kendala_registrasi
Kode OTP tidak masuk-masuk ke nomor ponsel saya.,kendala_registrasi
Saya lupa username yang dibuat saat registrasi sebelumnya.,kendala_registrasi
"Tampilan formulir di ponsel saya jadi berantakan, sulit untuk diisi.",kendala_registrasi
Proses verifikasi identitas memakan waktu terlalu lama.,kendala_registrasi
"Ada captcha yang sangat sulit dibaca, jadi selalu salah.",kendala_registrasi
Link aktivasi yang dikirim tidak bisa dibuka.,kendala_registrasi
Sistem tiba-tiba log out sendiri saat sedang mengisi data.,kendala_registrasi
"Petunjuk pengisian formulir kurang jelas, jadi bingung.",kendala_registrasi
"Nomor telepon saya sudah terdaftar di akun lain, padahal saya hanya punya satu nomor.",kendala_registrasi
Saya tidak tahu harus menghubungi siapa jika ada masalah teknis.,kendala_registrasi
Terjadi kesalahan pada server saat mencoba mengirim data.,kendala_registrasi
Pilihan provinsi atau kota tidak ada di daftar yang disediakan.,kendala_registrasi
"Ukuran foto yang diunggah selalu ditolak, padahal sudah sesuai spesifikasi.",kendala_registrasi
"Tentu, ini 50 kalimat unik dengan topik ""tidak_menerima_kode_otp"":",tidak_menerima_kode_otp
"Udah cek kotak masuk, folder spam, bahkan tong sampah, tapi OTP-nya nihil.",tidak_menerima_kode_otp
"HP saya udah di tangan, sinyal penuh, tapi kok kode OTP-nya nggak nyampe-nyampe?",tidak_menerima_kode_otp
"Ini udah percobaan kelima minta kode, hasilnya masih sama: kosong melompong.",tidak_menerima_kode_otp
"Saya yakin nomornya benar, tapi kenapa kode verifikasi ini hilang ditelan bumi?",tidak_menerima_kode_otp
"Udah restart aplikasi, restart HP, tetap aja OTP-nya nggak mau muncul.",tidak_menerima_kode_otp
"Ini sistemnya yang eror, atau saya yang lagi nggak beruntung dapat kode?",tidak_menerima_kode_otp
"Setiap kali login, selalu gagal karena OTP tak kunjung tiba. Frustrasi!",tidak_menerima_kode_otp
"Saya butuh kode ini sekarang, bukan besok, bukan lusa. Tolong dong!",tidak_menerima_kode_otp
Seakan-akan ada tembok gaib yang menghalangi OTP masuk ke HP saya.,tidak_menerima_kode_otp
"Ditunggu dari tadi, tapi notifikasi kode OTP tak kunjung berbunyi.",tidak_menerima_kode_otp
Bikin akun baru aja susah banget gara-gara kode OTP-nya nggak nyampe.,tidak_menerima_kode_otp
"Padahal lagi buru-buru, eh si kode OTP malah bikin drama.",tidak_menerima_kode_otp
"Kirim ulang berkali-kali, hasil tetap nihil. Kode OTP-nya ngambek ya?",tidak_menerima_kode_otp
Apa mungkin provider saya lagi ada masalah sampai OTP nggak bisa masuk?,tidak_menerima_kode_otp
"Saya udah ngecek semua pengaturan, nggak ada yang salah, tapi OTP-nya ke mana?",tidak_menerima_kode_otp
"Ini namanya bukan verifikasi, tapi penyiksaan mental karena OTP-nya nggak datang.",tidak_menerima_kode_otp
"Saya butuh akses, tapi kode OTP-nya bersembunyi.",tidak_menerima_kode_otp
Berasa jadi detektif nyari kode OTP yang hilang misterius.,tidak_menerima_kode_otp
"Saldo SMS ada, pulsa banyak, tapi kode OTP-nya justru nggak nongol.",tidak_menerima_kode_otp
Ini kenapa sih kode OTP selalu bikin masalah saat dibutuhkan?,tidak_menerima_kode_otp
"Sudah 10 menit berlalu, harapan kode OTP muncul semakin menipis.",tidak_menerima_kode_otp
"Nyesek banget rasanya pas mau transaksi, tapi terhambat gara-gara OTP.",tidak_menerima_kode_otp
"Saya nggak bisa lanjut tanpa kode itu, tolong segera dikirim!",tidak_menerima_kode_otp
"Setiap kali minta kode, cuma ada pesan ""kode telah dikirim"", tapi di HP saya nggak ada.",tidak_menerima_kode_otp
Ini beneran dikirim atau cuma pura-pura aja sih? Kode OTP-nya nggak ada wujudnya.,tidak_menerima_kode_otp
"Udah coba pakai Wi-Fi, pakai data seluler, tetap aja OTP-nya nggak mau muncul.",tidak_menerima_kode_otp
Mungkin kode OTP-nya lagi nyasar ke dimensi lain.,tidak_menerima_kode_otp
"Saya udah coba di beberapa perangkat, tapi hasilnya sama: tanpa OTP.",tidak_menerima_kode_otp
"Rasanya ingin teriak, ""Mana kode OTP-nya?!""",tidak_menerima_kode_otp
"Ini bukan pertama kalinya terjadi, selalu begini kalau mau login.",tidak_menerima_kode_otp
"Saya udah terlalu sering mengalami ini, tolong dong perbaiki sistemnya.",tidak_menerima_kode_otp
"Kode OTP, kamu di mana? Saya kangen!",tidak_menerima_kode_otp
Saya udah pasrah kalau kode ini nggak akan pernah datang.,tidak_menerima_kode_otp
Lebih cepat jalan kaki daripada nungguin kode OTP ini.,tidak_menerima_kode_otp
"Mungkin operator udah bosan sama saya, jadi nggak mau kirim OTP lagi.",tidak_menerima_kode_otp
"Saya nggak bisa masuk ke akun, semuanya gara-gara kode OTP ini.",tidak_menerima_kode_otp
Ini udah melebihi batas kesabaran saya nungguin kode OTP.,tidak_menerima_kode_otp
Sepertinya dunia tidak mengizinkan saya untuk menerima kode OTP.,tidak_menerima_kode_otp
"Saya cuma ingin login, apa susahnya sih kirim kode verifikasi?",tidak_menerima_kode_otp
"Ini serius, saya udah coba segala cara, tapi kode OTP-nya nggak responsif.",tidak_menerima_kode_otp
"Ini kok kayak lagi ujian kesabaran ya, nungguin kode OTP doang.",tidak_menerima_kode_otp
"Saya nggak mau nyerah, tapi kode OTP-nya bikin saya ingin nyerah.",tidak_menerima_kode_otp
"Aplikasi lain lancar jaya, kenapa cuma aplikasi ini yang sulit kirim OTP?",tidak_menerima_kode_otp
"Udah terlanjur semangat mau pakai aplikasi, eh terbentur tembok OTP.",tidak_menerima_kode_otp
"Kopi udah dingin, cemilan udah habis, kode OTP belum datang juga.",tidak_menerima_kode_otp
Apakah ada syarat khusus untuk bisa menerima kode OTP?,tidak_menerima_kode_otp
Saya yakin bukan saya doang yang ngalamin ini.,tidak_menerima_kode_otp
"Kode OTP, kamu udah jadi musuh bebuyutan saya.",tidak_menerima_kode_otp
"Tolong dong, satu kali aja kode OTP-nya langsung masuk!",tidak_menerima_kode_otp
Ini udah lebih dari cukup waktu untuk kode OTP bisa tiba.,tidak_menerima_kode_otp
"Sudah berkali-kali minta kode OTP, tapi tetap tidak masuk.",tidak_menerima_kode_otp
"Saya tidak menerima kode OTP, padahal nomor HP sudah benar.",tidak_menerima_kode_otp
Kenapa kode OTP saya tidak terkirim?,tidak_menerima_kode_otp
"Sudah menunggu lama, kode OTP belum juga tiba.",tidak_menerima_kode_otp
"Aplikasi bilang sudah kirim OTP, tapi kotak masuk SMS saya kosong.",tidak_menerima_kode_otp
"Tolong, saya tidak bisa login karena tidak ada kode OTP.",tidak_menerima_kode_otp
Apakah ada masalah dengan pengiriman kode OTP saya?,tidak_menerima_kode_otp
"Saya sudah cek folder spam, tapi kode OTP tidak ada di sana.",tidak_menerima_kode_otp
Tidak ada notifikasi kode OTP yang masuk.,tidak_menerima_kode_otp
"Kode OTP saya tidak sampai, bisakah dibantu?",tidak_menerima_kode_otp
"Saya sudah coba kirim ulang berkali-kali, hasilnya nihil.",tidak_menerima_kode_otp
"Kenapa ya, kode OTP-nya nggak masuk-masuk?",tidak_menerima_kode_otp
"Sistem bilang kode OTP sudah dikirim, tapi saya tidak menerimanya.",tidak_menerima_kode_otp
Saya tidak bisa melanjutkan transaksi tanpa kode OTP.,tidak_menerima_kode_otp
"Sudah restart HP, tapi kode OTP tetap tidak muncul.",tidak_menerima_kode_otp
"Mungkin ada gangguan jaringan, kode OTP saya belum masuk.",tidak_menerima_kode_otp
"Tolong periksa, kode OTP saya tidak terkirim ke nomor ini.",tidak_menerima_kode_otp
"Saya bingung, kenapa kode OTP tidak masuk ke nomor saya?",tidak_menerima_kode_otp
"Kode OTP saya belum diterima, padahal sudah lewat batas waktu.",tidak_menerima_kode_otp
"Tidak ada kode OTP masuk ke email saya, tolong bantu.",tidak_menerima_kode_otp
Apakah nomor saya diblokir sehingga tidak menerima kode OTP?,tidak_menerima_kode_otp
"Saya sudah pastikan nomor HP dan email saya benar, tapi tidak ada OTP.",tidak_menerima_kode_otp
Saya tidak menerima kode verifikasi sama sekali.,tidak_menerima_kode_otp
"Sudah cek koneksi internet, tapi kode OTP tidak kunjung datang.",tidak_menerima_kode_otp
"Minta kode OTP lagi, tapi tetap tidak ada yang masuk.",tidak_menerima_kode_otp
Proses ini terhambat karena kode OTP tidak terkirim.,tidak_menerima_kode_otp
"Mohon bantuannya, kode OTP tidak masuk ke ponsel saya.",tidak_menerima_kode_otp
Pesan kode OTP tidak sampai ke saya.,tidak_menerima_kode_otp
"Sudah coba ganti nomor, tapi kode OTP tetap tidak ada.",tidak_menerima_kode_otp
Kenapa saya tidak menerima kode otentikasi?,tidak_menerima_kode_otp
"Saya sudah periksa semua, tapi kode OTP tidak ada.",tidak_menerima_kode_otp
"Kode OTP tidak muncul, apakah ada masalah pada sistem?",tidak_menerima_kode_otp
"Ini sudah kali kesekian saya minta, tapi tidak ada kode OTP.",tidak_menerima_kode_otp
"Tolong, saya butuh kode OTP untuk menyelesaikan pendaftaran.",tidak_menerima_kode_otp
Apakah nomor saya sedang bermasalah sehingga tidak menerima OTP?,tidak_menerima_kode_otp
"Kode OTP tidak masuk, padahal semua informasi sudah benar.",tidak_menerima_kode_otp
Saya tidak mendapatkan SMS kode OTP.,tidak_menerima_kode_otp
"Sudah coba dari pagi, kode OTP tidak masuk-masuk.",tidak_menerima_kode_otp
"Kenapa ya, selalu gagal menerima kode OTP?",tidak_menerima_kode_otp
Saya tidak bisa mengakses akun saya karena tidak ada kode OTP.,tidak_menerima_kode_otp
"Sudah coba uninstall lalu install lagi aplikasinya, tetap tidak ada OTP.",tidak_menerima_kode_otp
Apakah ada batasan jumlah permintaan OTP? Saya tidak menerimanya.,tidak_menerima_kode_otp
Kode OTP tidak sampai ke alamat email yang terdaftar.,tidak_menerima_kode_otp
"Saya frustrasi, tidak ada kode OTP yang masuk.",tidak_menerima_kode_otp
Kenapa kode verifikasi satu kali ini tidak terkirim?,tidak_menerima_kode_otp
"Saya sudah cek notifikasi, tidak ada kode OTP yang masuk.",tidak_menerima_kode_otp
Tolong cek status pengiriman kode OTP saya.,tidak_menerima_kode_otp
"Kode OTP saya belum diterima, apakah ada antrean pengiriman?",tidak_menerima_kode_otp
"Saya tidak menerima kode OTP, tolong berikan solusi.",tidak_menerima_kode_otp
Saya belum menerima kode OTP untuk masuk.,tidak_menerima_kode_otp
Kode verifikasi tak kunjung masuk ke SMS saya.,tidak_menerima_kode_otp
"Sudah berkali-kali minta, tapi OTP-nya belum muncul juga.",tidak_menerima_kode_otp
Kenapa kode OTP saya tidak terkirim ya?,tidak_menerima_kode_otp
Saya nggak bisa login karena kode OTP-nya nggak sampai.,tidak_menerima_kode_otp
"Nomor saya sudah benar, tapi kok OTP-nya nggak ada?",tidak_menerima_kode_otp
"Sudah coba resend, tetap saja kode OTP-nya nggak masuk.",tidak_menerima_kode_otp
Ada masalah dengan pengiriman kode verifikasi ke nomor saya.,tidak_menerima_kode_otp
"Saya menunggu kode OTP, tapi sampai sekarang belum ada notifikasi.",tidak_menerima_kode_otp
Gagal masuk karena kode otentikasi satu kali-nya tidak saya terima.,tidak_menerima_kode_otp
Kenapa kode OTP tidak masuk ke nomor HP saya?,tidak_menerima_kode_otp
"Sudah lebih dari 5 menit, tapi kode OTP belum juga sampai, ada apa?",tidak_menerima_kode_otp
Apakah saya perlu cek pengaturan SMS di HP saya kalau tidak menerima OTP?,tidak_menerima_kode_otp
Kenapa saya tidak menerima kode OTP padahal sinyal HP saya bagus?,tidak_menerima_kode_otp
Apakah ada batasan waktu untuk menerima kode OTP?,tidak_menerima_kode_otp
"Saya sudah meminta resend OTP berkali-kali, tapi tetap tidak masuk.",tidak_menerima_kode_otp
Bisakah kode OTP dikirimkan melalui WhatsApp atau email?,tidak_menerima_kode_otp
Apakah nomor HP saya diblokir sehingga tidak bisa menerima OTP?,tidak_menerima_kode_otp
"Kenapa nomor HP yang saya daftarkan tidak bisa menerima OTP, padahal nomor lain bisa?",tidak_menerima_kode_otp
"Kode OTP tidak muncul di notifikasi, apakah harus dicek di kotak masuk SMS?",tidak_menerima_kode_otp
Apakah pulsa saya harus ada untuk menerima kode OTP?,tidak_menerima_kode_otp
Kenapa saya menerima OTP yang sudah kadaluarsa?,tidak_menerima_kode_otp
Apakah ada perbedaan jika menggunakan provider seluler yang berbeda untuk menerima OTP?,tidak_menerima_kode_otp
"Saya di luar negeri, apakah kode OTP bisa tetap dikirimkan?",tidak_menerima_kode_otp
Apakah ada batasan jumlah permintaan OTP dalam sehari?,tidak_menerima_kode_otp
"Kode OTP saya selalu salah padahal saya sudah memasukkan dengan benar, kenapa?",tidak_menerima_kode_otp
Apa yang harus saya lakukan jika koneksi internet saya terputus saat menunggu OTP?,tidak_menerima_kode_otp
Kenapa saya tidak bisa memverifikasi akun karena kode OTP tidak sampai?,tidak_menerima_kode_otp
Apakah ada nomor customer service yang bisa dihubungi terkait OTP?,tidak_menerima_kode_otp
"Saya menggunakan dual SIM, apakah itu memengaruhi penerimaan OTP?",tidak_menerima_kode_otp
